,PlanId,StandardComponentId,BenefitName,Exclusions
126598,36194FL0340012-02,36194FL0340012,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126599,36194FL0340012-02,36194FL0340012,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126600,36194FL0340012-02,36194FL0340012,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126608,36194FL0340012-02,36194FL0340012,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
126669,36194FL0340012-03,36194FL0340012,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126670,36194FL0340012-03,36194FL0340012,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126671,36194FL0340012-03,36194FL0340012,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126672,36194FL0340012-03,36194FL0340012,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126680,36194FL0340012-03,36194FL0340012,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
126749,36194FL0340013-00,36194FL0340013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126750,36194FL0340013-00,36194FL0340013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126751,36194FL0340013-00,36194FL0340013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126752,36194FL0340013-00,36194FL0340013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126760,36194FL0340013-00,36194FL0340013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
126829,36194FL0340013-01,36194FL0340013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126830,36194FL0340013-01,36194FL0340013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126831,36194FL0340013-01,36194FL0340013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126832,36194FL0340013-01,36194FL0340013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126840,36194FL0340013-01,36194FL0340013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
126909,36194FL0340013-02,36194FL0340013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126910,36194FL0340013-02,36194FL0340013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126911,36194FL0340013-02,36194FL0340013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126912,36194FL0340013-02,36194FL0340013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126920,36194FL0340013-02,36194FL0340013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
126989,36194FL0340013-03,36194FL0340013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126990,36194FL0340013-03,36194FL0340013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
126991,36194FL0340013-03,36194FL0340013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
126992,36194FL0340013-03,36194FL0340013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
127000,36194FL0340013-03,36194FL0340013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
127052,36194FL0340013-04,36194FL0340013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
127053,36194FL0340013-04,36194FL0340013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
127054,36194FL0340013-04,36194FL0340013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
127055,36194FL0340013-04,36194FL0340013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
127063,36194FL0340013-04,36194FL0340013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
127132,36194FL0340013-05,36194FL0340013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
127133,36194FL0340013-05,36194FL0340013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
127134,36194FL0340013-05,36194FL0340013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
127135,36194FL0340013-05,36194FL0340013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
127143,36194FL0340013-05,36194FL0340013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
